Price,Location,Road_Access,Facing_Direction,Land_AREA
Rs. 80 Lac/aana,"Golfutar, Kathmandu",35 Feet /Black Topped,West,
Rs. 21 Lac/aana,"Bramhakhel, Kathmandu",13 Feet /Gravelled,East,3.2 aana
Rs. 55 Lac/aana,"Radhe Radhe, Bhaktapur",13 Feet /Dhalan,West,
Rs. 55 Lac/aana,"Radhe Radhe, Bhaktapur",20 Feet /Gravelled,West,
Rs. 1.25 Cr/aana,"Chapali, Kathmandu",40 Feet /Black Topped,West,8.1 aana
Rs. 52 Lac/aana,"Budhanilkantha, Kathmandu",13 Feet /Black Topped,North-East,
Rs. 18 Lac/aana,"Phutung, Kathmandu",10 Feet /Soil Stabilized,South,
Rs. 65 Lac/aana,"Budhanilkantha, Kathmandu",14 Feet /Black Topped,North,
Price on call,"Baluwatar, Kathmandu",20 Feet /Black Topped,South-West,
Rs. 65 Lac/aana,"Bansbari, Kathmandu",13 Feet /Paved,West,
Rs. 53 Lac/aana,"Deuwa Chowk, Kathmandu",20 Feet /Black Topped,South-East,10.1 aana
Rs. 42 Lac/aana,"Budhanilkantha, Kathmandu",16 Feet /Black Topped,West,
Rs. 52 Lac/aana,"Chapali, Kathmandu",13 Feet /Black Topped,South-West,
Rs. 48 Lac/aana,"Sitapaila, Kathmandu",14 Feet /Gravelled,North-East,
Rs. 55 Lac/aana,"Gwarko, Lalitpur",20 Feet /Gravelled,East,
Rs. 85 Lac/aana,"New Baneshwor, Kathmandu",26 Feet /Dhalan,East,
Rs. 28 Lac/aana,"Ramkot, Kathmandu",26 Feet /Black Topped,North,9.2 aana
Rs. 9 Lac/aana,"Bakhri Gaun, Bhaktapur",20 Feet /Gravelled,East,
Rs. 38 Lac/aana,"Wasik, Kathmandu",13 Feet /Gravelled,East,11.2 aana
Rs. 40 Lac/aana,"Wasik, Kathmandu",13 Feet /Gravelled,East,24.2 aana
Rs. 12 Lac/ropani,"Lama Gaun, Nuwakot",13 Feet /Gravelled,,105.1 aana
Rs. 10 Lac/ropani,"Kharibhanjyang, Nuwakot",13 Feet /Gravelled,,108.3 aana
Rs. 12.5 Lac/aana,"Lele, Lalitpur",20 Feet /Gravelled,East,
Rs. 75 Lac/aana,"Naxal, Kathmandu",16 Feet /Black Topped,South-East,
Rs. 45 Lac/aana,"Dadhikot, Bhaktapur",14 Feet /Paved,South,
Price on call,"Kirtipur, Kathmandu",25 Feet /Dhalan,East,
Price on call,"Kirtipur, Kathmandu",25 Feet /Dhalan,East,
Price on call,"Kirtipur, Kathmandu",35 Feet /Dhalan,East,
Rs. 65 Lac/aana,"Chandol, Kathmandu",13 Feet /Black Topped,West,
Rs. 60 Lac,", Nuwakot",20 Feet /Soil Stabilized,East,96.2 aana
Rs. 47.5 Lac,"Mahadev Danda, Nuwakot",20 Feet /Soil Stabilized,East,84.3 aana
Rs. 50 Lac/aana,"Dhumbarahi, Kathmandu",13 Feet /Paved,East,
Rs. 25 Lac/aana,"Budhanilkantha, Kathmandu",16 Feet /Gravelled,North,
Price on call,"Tangal, Kathmandu",12 Feet /Dhalan,East,
Rs. 65 Lac/aana,"Bhaisepati, Lalitpur",,,
Rs. 50 Lac/aana,"Gwarko, Lalitpur",13 Feet /Dhalan,North,5.2 aana
Rs. 39 Lac/aana,"Hattigauda, Kathmandu",13 Feet /Soil Stabilized,North,
Rs. 1 Cr/aana,"Samakhusi, Kathmandu",20 Feet /Black Topped,South,12.2 aana
Rs. 75 Lac/aana,"Shankhamul, Kathmandu",20 Feet /Black Topped,South,29.2 aana
Rs. 50 Lac/aana,"Chapali, Kathmandu",13 Feet /Black Topped,South-West,
Rs. 30 Lac/aana,"Naya Naikap, Kathmandu",13 Feet /Dhalan,West,5.2 aana
Rs. 12 Lac/aana,"Nakhel, Bhaktapur",13 Feet /Gravelled,East,
Rs. 48 Lac/aana,"Hattigauda, Kathmandu",13 Feet /Dhalan,South,4.3 aana
Rs. 55 Lac/aana,"Bansbari, Kathmandu",13 Feet /Black Topped,West,4.2 aana
Rs. 80 Lac/aana,"Maharajgunj, Kathmandu",16 Feet /Dhalan,East,
Price on call,"Durbar Marga, Kathmandu",20 Feet /Black Topped,West,
Rs. 40 Lac/aana,"Budhanilkantha, Kathmandu",20 Feet /Black Topped,South-East,
Rs. 43 Lac/aana,"Budhanilkantha, Kathmandu",20 Feet /Black Topped,South-East,
Rs. 23 Lac/aana,"Dhungeadda, Kathmandu",13 Feet /Soil Stabilized,South,3.2 aana
Rs. 32 Lac/aana,"Dahachowk, Kathmandu",19 Feet /Dhalan,South-East,
Rs. 45 Lac/aana,"Sitapakha, Lalitpur",13 Feet /Black Topped,North-East,5.3 aana
Rs. 45 Lac/aana,"Kalanki, Kathmandu",13 Feet /Black Topped,North,0.4 aana
Rs. 24 Lac/aana,"Pasikot, Kathmandu",13 Feet /Gravelled,East,
Rs. 20 Lac/aana,"Godawari, Lalitpur",13 Feet /Soil Stabilized,North-East,10.2 aana
Rs. 20 Lac/aana,"Bramhakhel, Kathmandu",20 Feet /Soil Stabilized,North,3.2 aana
Price on call,"Bansbari, Kathmandu",20 Feet /Black Topped,,
Rs. 27 Lac/aana,"Dharmasthali, Kathmandu",20 Feet /Soil Stabilized,East,
Rs. 1 Cr/aana,"Chhetrapati, Kathmandu",13 Feet /Black Topped,South,10.2 aana
Rs. 54 Lac/aana,"Kaushaltar, Bhaktapur",16 Feet /Black Topped,South,
Rs. 90 Lac/aana,"New Baneshwor, Kathmandu",13 Feet /Black Topped,East,
Rs. 66 Lac/aana,"Rudreshwor, Kathmandu",20 Feet /Black Topped,South,
Rs. 45 Lac/aana,"Pasikot, Kathmandu",20 Feet /Black Topped,South-West,
Price on call,"Sanepa, Lalitpur",12 Feet /Black Topped,East,
Rs. 55 Lac/aana,"Dhumbarahi, Kathmandu",13 Feet /Black Topped,East,
Rs. 40 Lac/aana,"Kapan, Kathmandu",13 Feet /Dhalan,North,
Price on call,"Chhampi, Lalitpur",20 Feet /Black Topped,East,
Rs. 77 Lac,"Ranipauwa, Nuwakot",12 Feet /Gravelled,South,178.1 aana
Rs. 50 Lac,"Sunkhani, Nuwakot",13 Feet /Gravelled,East,
Rs. 20 Lac,"Sunkhani, Nuwakot",13 Feet /Gravelled,East,22.3 aana
Price on call,"Shera Bagar, Nuwakot",13 Feet /Gravelled,East,418.1 aana
Rs. 48 Lac/aana,"Chapali, Kathmandu",13 Feet /Black Topped,South,
Rs. 2.75 Lac/aana,"Om Danda, Kavrepalanchok",20 Feet /Dhalan,South-West,
Price on call,"Rudreshwor, Kathmandu",12 Feet /Black Topped,East,
Rs. 40 Lac/aana,"Sangla, Kathmandu",13 Feet /Paved,South-West,
Rs. 70 Lac/aana,"Maitidevi, Kathmandu",10 Feet /Black Topped,South,5.3 aana
Rs. 40 Lac/aana,"Chapali, Kathmandu",16 Feet /Black Topped,South-East,18.1 aana
Price on call,"Lele, Lalitpur",20 Feet /Paved,East,
Rs. 60 Lac/aana,"Kamerotar, Bhaktapur",24 Feet /Black Topped,North,14.2 aana
Rs. 60 Lac/aana,"Deuwa Chowk, Kathmandu",13 Feet /Black Topped,South-East,
Rs. 23 Lac/aana,"Aakasedhara, Kathmandu",32 Feet /Black Topped,South,
Rs. 50 Lac/aana,"Mandikhatar, Kathmandu",13 Feet /Black Topped,West,
Rs. 52 Lac/aana,"Bhangal , Kathmandu",20 Feet /Black Topped,East,5.5 aana
Rs. 43.5 Lac/aana,"Hattigauda, Kathmandu",13 Feet /Gravelled,South,5.2 aana
Rs. 38 Lac/aana,"Tokha Saraswoti, Kathmandu",13 Feet /Gravelled,East,4.2 aana
Rs. 32 Lac/aana,"Dahachowk, Kathmandu",10 Feet /Gravelled,North,
Rs. 2.5 Lac/aana,"Chhaimale, Kathmandu",14 Feet /Gravelled,South-East,
Rs. 36 Lac,"Pudibhanjyang, Nuwakot",20 Feet /Soil Stabilized,East,
Rs. 78 Lac,"Narayanthan, Nuwakot",20 Feet /Gravelled,East,
Rs. 48 Lac,"Okharpauwa, Nuwakot",20 Feet /Gravelled,East,
Rs. 47.5 Lac,"Mahadev Danda, Nuwakot",20 Feet /Soil Stabilized,East,80.3 aana
Rs. 50 Lac,"Shera Bagar, Nuwakot",20 Feet /Gravelled,East,96.3 aana
Rs. 77 Lac,"Ranipauwa, Nuwakot",20 Feet /Soil Stabilized,East,176.1 aana
Rs. 42 Lac,", Nuwakot",20 Feet /Soil Stabilized,East,
Rs. 36 Lac,"Katheri, Nuwakot",20 Feet /Soil Stabilized,East,
Rs. 65 Lac/aana,"Ganesh Chowk, Kathmandu",13 Feet /Gravelled,North,
Rs. 65 Lac/aana,"Chappal Karkhana, Kathmandu",13 Feet /Black Topped,North,4.1 aana
Rs. 53 Lac/aana,"Bhaisepati, Lalitpur",12 Feet /Gravelled,North-East,
Rs. 18 Lac/aana,"Lamatar, Lalitpur",16 Feet /Gravelled,North-East,44.2 aana
Rs. 35 Lac/aana,"Dhapakhel, Lalitpur",13 Feet /Paved,North-West,4.2 aana
Rs. 27 Lac/aana,"Thecho, Lalitpur",22 Feet /Black Topped,North-East,4.3 aana
Price on call,"Imadol, Lalitpur",13 Feet /Gravelled,South-East,
Rs. 97 Lac/aana,"New Baneshwor, Kathmandu",20 Feet /Gravelled,South-East,
Rs. 30 Lac/aana,"Danchhi, Kathmandu",20 Feet /Black Topped,South-East,
Rs. 45 Lac/aana,"Dharmasthali, Kathmandu",20 Feet /Paved,East,
Rs. 40 Lac/aana,"Paiyuntar, Kathmandu",20 Feet /Paved,South,
Price on call,"Chapagaun, Lalitpur",16 Feet /Dhalan,West,
Rs. 60 Lac/kattha,"Parsa, Chitwan",12 Meter/Black Topped,East,
Rs. 66 Lac/aana,"Rudreshwor, Kathmandu",20 Feet /Black Topped,South,
Rs. 23 Lac/aana,"Dhapakhel, Lalitpur",,East,
Price on call,"Tathali, Bhaktapur",13 Feet /Dhalan,South-East,3.2 aana
Rs. 55 Lac/aana,"Dhapasi, Kathmandu",10 Feet /Dhalan,South-West,
Rs. 47 Lac/aana,"Dhungeadda, Kathmandu",15 Feet /Dhalan,North-East,3.1 aana
Rs. 19.5 Lac/aana,"Bungamati, Lalitpur",,East,
Rs. 37 Lac/aana,"Sanepa, Lalitpur",14 Feet /Dhalan,South-West,3.1 aana
Rs. 19 Lac/aana,"Jharuwarasi, Lalitpur",25 Feet /Black Topped,South-West,15.3 aana
Rs. 29 Lac/aana,"Chobhar, Kathmandu",18 Feet /Black Topped,South-West,
Rs. 40 Lac/kattha,"Birendranagar, Chitwan",15 Feet /Dhalan,South-West,
Rs. 62 Lac/aana,"Budhanilkantha, Kathmandu",12 Feet /Dhalan,East,8.2 aana
Rs. 32 Lac/aana,"Budhanilkantha, Kathmandu",20 Feet /Dhalan,South,
Rs. 28 Lac/aana,"Budhanilkantha, Kathmandu",20 Feet /Dhalan,South,
Rs. 50 Lac/aana,"Kalanki, Kathmandu",20 Feet /Dhalan,West,
Rs. 24 Lac/aana,"Badikhel, Lalitpur",20 Feet /Black Topped,East,3.1 aana
Rs. 30 Lac/aana,"Badeli, Kathmandu",13 Feet /Gravelled,North,9.2 aana
Price on call,"Duwakot, Bhaktapur",20 Feet /Gravelled,,
Rs. 13 Lac/aana,"Lele, Lalitpur",16 Feet /Black Topped,North,
Price on call,"Kanyam, Ilam",6 Meter/Gravelled,West,
Price on call,"Bungamati, Lalitpur",20 Feet /Gravelled,South-East,4.1 aana
Rs. 40 Lac/aana,"Bhaisepati, Lalitpur",14 Feet /Black Topped,North-East,
Rs. 6 Lac/aana,"Gajuri, Dhading",,South,
Rs. 58 Lac/aana,"Tinkune, Kathmandu",,East,
Rs. 32 Lac/aana,"Goldhunga, Kathmandu",,North,3.2 aana
Rs. 32 Lac/aana,"Nagdaha, Lalitpur",20 Feet /Soil Stabilized,North,
Rs. 1 Cr/aana,"Jhamsikhel, Lalitpur",13 Feet /Gravelled,East,
Rs. 1.5 Cr/aana,"Gaushala, Kathmandu",,North,3.2 aana
Rs. 42 Lac/aana,"Pasikot, Kathmandu",13 Feet /Black Topped,South,
Rs. 25 Lac/aana,"Ramkot, Kathmandu",13 Feet /Black Topped,South,3.2 aana
Rs. 50 Lac/aana,"Chapali, Kathmandu",20 Feet /Black Topped,South,
Rs. 45 Lac/aana,"Pasikot, Kathmandu",13 Feet /Dhalan,North,
Rs. 45 Lac/aana,"Chapali, Kathmandu",20 Feet /Black Topped,South-West,
Rs. 55 Lac/aana,"Golfutar, Kathmandu",20 Feet /Black Topped,North-East,
Rs. 45 Lac/aana,"Sirutar, Bhaktapur",12 Feet /Dhalan,South-East,
Price on call,"Soltidobato, Kathmandu",8 Feet /Black Topped,South,5.3 aana
Price on call,"Soltimode, Kathmandu",42 Feet /Black Topped,East,
Rs. 80 Lac/aana,"Lazimpat, Kathmandu",12 Feet /Black Topped,South,
Rs. 1.25 Cr/aana,"Kupandole, Lalitpur",24 Feet /Black Topped,South-East,
Rs. 38 Lac/aana,"Imadol, Lalitpur",13 Feet /Gravelled,North,
Rs. 45 Lac/aana,"Batar, Nuwakot",12 Meter/Black Topped,East,8.3 aana
Rs. 50 Lac,"Bhaisepati, Lalitpur",12 Feet /Dhalan,South,
"Rs. 45,000 /m","Hetauda, Makwanpur",50 Meter/Black Topped,East,
Rs. 45 Lac/aana,"Balkot, Bhaktapur",10 Feet /Gravelled,East,
Rs. 65 Lac/aana,"Ganesh Chowk, Kathmandu",13 Feet /Black Topped,South,
Rs. 36 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Gravelled,East,
Rs. 36 Lac/aana,"Sanagaun, Lalitpur",19 Feet /Gravelled,West,
Rs. 11 Lac/aana,"Lele, Lalitpur",13 Feet /Gravelled,North,
Rs. 38 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Gravelled,South,
Rs. 25 Lac/aana,"Lamatar, Lalitpur",15 Feet /Gravelled,East,3.3 aana
Rs. 16 Lac/aana,"Kharipati, Bhaktapur",20 Feet /Dhalan,South-East,8.2 aana
Rs. 18 Lac/aana,"Badikhel, Lalitpur",5 Meter/Gravelled,South,
Rs. 38 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Gravelled,West,3.2 aana
Rs. 15 Lac/aana,"Chapagaun, Lalitpur",9 Feet /Gravelled,East,
Rs. 75 Lac/aana,"Lazimpat, Kathmandu",13 Feet /Black Topped,West,
Rs. 42 Lac/aana,"Ganesh Chowk, Kathmandu",13 Feet /Dhalan,West,
Rs. 21 Lac/aana,"Lubhu, Lalitpur",12 Feet /Gravelled,South,5.1 aana
Rs. 73 Lac/aana,"Koteshwor, Kathmandu",20 Feet /Black Topped,West,5.3 aana
Rs. 45 Lac/aana,"Badeli, Kathmandu",,North-East,
Rs. 48 Lac/aana,"Rudreshwor, Kathmandu",13 Feet /Black Topped,West,
Rs. 33 Lac/aana,"Lubhu, Lalitpur",22 Feet /Gravelled,North-West,4.2 aana
Rs. 38 Lac/aana,"Chapali, Kathmandu",12 Feet /Black Topped,East,3.2 aana
Rs. 61 Lac,"Gaidakot, Nawalpur",18 Feet /Black Topped,East,5.2 aana
Rs. 3.1 Lac,"Naubise, Dhading",20 Feet /Paved,North-West,40.2 aana
Rs. 1.75 Cr/aana,"Putalisadak, Kathmandu",40 Feet /Black Topped,West,
Rs. 43 Lac/aana,"Imadol, Lalitpur",12 Feet /Gravelled,East,3.1 aana
Rs. 48 Lac/aana,"Tikathali, Lalitpur",12 Feet /Gravelled,South,4.2 aana
Rs. 38 Lac/aana,"Tikathali, Lalitpur",12 Feet /Gravelled,North,
Rs. 38 Lac/aana,"Tikathali, Lalitpur",13 Feet /Gravelled,North,3.1 aana
Rs. 48 Lac/aana,"Tikathali, Lalitpur",12 Feet /Gravelled,South,4.2 aana
Rs. 38 Lac/aana,"Tikathali, Lalitpur",12 Feet /Gravelled,North,3.2 aana
Rs. 90 Lac/aana,"Gyaneshwor, Kathmandu",12 Feet /Black Topped,South,
Rs. 60 Lac/aana,"Balkhu, Kathmandu",12 Feet /Black Topped,South,
Rs. 38 Lac/aana,"Tikathali, Lalitpur",13 Feet /Gravelled,East,3.2 aana
Rs. 28 Lac/aana,"Lamatar, Lalitpur",19 Feet /Gravelled,South-East,
Rs. 85 Lac/aana,"Chhauni, Kathmandu",36 Feet /Black Topped,South,
Price on call,"Changunarayan, Bhaktapur",14 Feet /Dhalan,South,5.1 aana
Price on call,"Duwakot, Bhaktapur",13 Feet /Gravelled,North,
Price on call,"Duwakot, Bhaktapur",13 Feet /Gravelled,South,4.2 aana
Rs. 30 Lac/aana,"Lamatar, Lalitpur",20 Feet /Dhalan,East,4.2 aana
Rs. 30 Lac/aana,"Lamatar, Lalitpur",13 Feet /Dhalan,East,
Rs. 30 Lac/aana,"Lubhu, Lalitpur",13 Feet /Gravelled,South,3.2 aana
Rs. 33 Lac/aana,"Sanagaun, Lalitpur",13 Feet /Gravelled,West,8.3 aana
Rs. 40 Lac/aana,"Sanagaun, Lalitpur",16 Feet /Black Topped,South,
Rs. 70 Lac,"Lamatar, Lalitpur",15 Feet /Gravelled,South,3.2 aana
Rs. 27 Lac/aana,"Lamatar, Lalitpur",13 Feet /Gravelled,South,
Rs. 80 Lac,"Lamatar, Lalitpur",13 Feet /Gravelled,North-West,
Rs. 32 Lac,"Lamatar, Lalitpur",13 Feet /Gravelled,East,2.2 aana
Rs. 80 Lac,"Lamatar, Lalitpur",12 Feet /Gravelled,South,
Rs. 18 Lac/aana,"Lamatar, Lalitpur",12 Feet /Gravelled,South,3.2 aana
Rs. 22 Lac/aana,"Lamatar, Lalitpur",,East,
Rs. 35 Lac/aana,"Lamatar, Lalitpur",16 Feet /Gravelled,West,
Rs. 27 Lac/aana,"Lamatar, Lalitpur",13 Feet /Gravelled,South-West,7.2 aana
Rs. 18 Lac/aana,"Lamatar, Lalitpur",12 Feet /Gravelled,East,
Rs. 42 Lac/aana,"Lamatar, Lalitpur",12 Feet /Gravelled,East,
Rs. 35 Lac/aana,"Lubhu, Lalitpur",19 Feet /Gravelled,North-East,
Rs. 28 Lac/aana,"Lubhu, Lalitpur",13 Feet /Gravelled,West,3.2 aana
Rs. 28 Lac/aana,"Lubhu, Lalitpur",12 Feet /Gravelled,East,
Rs. 37 Lac/aana,"Lubhu, Lalitpur",13 Feet /Soil Stabilized,South-East,
Rs. 37 Lac/aana,"Lubhu, Lalitpur",13 Feet /Soil Stabilized,South-East,
Rs. 38 Lac/aana,"Kapan, Kathmandu",13 Feet /Dhalan,West,
Rs. 30 Lac/aana,"Dhalpa road, Kathmandu",28 Feet /Black Topped,West,
Rs. 3.7 Lac/dhur,"Itahari, Sunsari",20 Feet /Gravelled,South,0.13.5 kattha
Rs. 25 Lac/aana,"Jitpurphedi, Kathmandu",13 Feet /Soil Stabilized,South,
Rs. 44 Lac/aana,"Setipakha, Lalitpur",13 Feet /Dhalan,South-West,3.2 aana
Rs. 44 Lac/aana,"Setipakha, Lalitpur",12 Feet /Dhalan,South-East,
Rs. 44 Lac/aana,"Sitapakha, Lalitpur",12 Feet /Dhalan,South,
Rs. 44 Lac/aana,"Sitapakha, Lalitpur",12 Feet /Dhalan,North,
Rs. 32 Lac/aana,"Lamatar, Lalitpur",13 Feet /Soil Stabilized,West,
Rs. 32 Lac/aana,"Lamatar, Lalitpur",13 Feet /Soil Stabilized,North-West,
Price on call,"Aambadi Chowk, Morang",28 Feet /Black Topped,South,
Rs. 25 Lac/aana,"Lubhu, Lalitpur",13 Feet /Soil Stabilized,West,5.2 aana
Rs. 50 Lac/aana,"Sipadol, Bhaktapur",10 Feet /Black Topped,South-East,
Rs. 35 Lac/dhur,"Gothgaun, Morang",20 Feet /Black Topped,North,0.8 kattha
Rs. 80 Lac/aana,"Koteshwor, Kathmandu",12 Feet /Black Topped,South,
Rs. 42 Lac/aana,"Pasikot, Kathmandu",13 Feet /Gravelled,North,3.3 aana
Rs. 15 Lac/ropani,"Pokhara, Kaski",12 Feet /Black Topped,East,
Rs. 34 Lac/aana,"Tinthana, Kathmandu",16 Feet /Black Topped,South,
Rs. 35 Lac/aana,"Naikap, Kathmandu",13 Feet /Black Topped,West,4.2 aana
Rs. 5 Lac/aana,"Dhulikhel, Kavrepalanchok",16 Feet /Soil Stabilized,South,
Rs. 26 Lac/aana,"Chandragiri, Kathmandu",10 Feet /Black Topped,South,6.2 aana
Rs. 6 Lac/aana,"Panauti, Kavrepalanchok",18 Feet /Black Topped,South,
Rs. 23 Lac/aana,"Machhe Gaun, Kathmandu",13 Feet /Dhalan,South-East,3.2 aana
Rs. 80 Lac/aana,"Baluwatar, Kathmandu",13 Feet /Paved,North-East,
Rs. 35 Lac,"Jamune, Tanahun",20 Feet /Black Topped,East,4.2 aana
Rs. 42 Lac/aana,"Pasikot, Kathmandu",13 Feet /Dhalan,North,3.3 aana
Rs. 41 Lac/aana,"Pasikot, Kathmandu",14 Feet /Gravelled,West,
Rs. 27 Lac/aana,"Bhimdhunga, Kathmandu",13 Feet /Dhalan,West,
Rs. 55 Lac/aana,"Gwarko, Lalitpur",12 Feet /Black Topped,South-East,
Rs. 12 Lac/aana,"Palase, Bhaktapur",8 Feet /Soil Stabilized,South,
